,,,,,                           สินค้าในระบบ,,,,เปิดบิลแล้วยังไม่ส่ง,,,,ตรวจนับจริง,,,,,,รวมตรวจนับ,," 974,085.94 ",,,,,
FG0310508,PCS 750K-CLP-ถ้วยคราฟท์+ฝาPP 750 ml(25x12),สินค้าซื้อมาขายไป, 555.00 , -   , -   , -   , -   , -   , -   , -   , 4.00 , -   , -   , -   , -   , -   , -   , -   , 4.00 , 4.00 ," 2,220.00 ",," 2,220.00 ", -   ," 2,220.00 ",
FG0310509,PCS 1000K-CLP-ถ้วยคราฟท์+ฝาPP 1000 ml(25x12),สินค้าซื้อมาขายไป, 582.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 73.00 , -   , -   , -   , 73.00 , 73.00 ," 42,486.00 ",," 42,486.00 ", -   ," 42,486.00 ",
FG0310510,PCS 500K-CLO-ถ้วยคราฟท์PC+ฝาOPS 500 ml(25x12),สินค้าซื้อมาขายไป, 540.00 , 12.00 , -   , -   , -   , 12.00 , -   , 12.00 , 58.00 , -   , -   , -   , -   , -   , -   , -   , 58.00 , 46.00 ," 24,840.00 ",," 31,320.00 "," 6,480.00 "," 24,840.00 ",
FG0310511,PCS 750K-CLO-ถ้วยคราฟท์PC+ฝาOPS 750 ml(25x12),สินค้าซื้อมาขายไป, 552.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,
FG0310512,PCS 1000K-CLO-ถ้วยคราฟท์PC+ฝาOPS 1000 ml(25x12),สินค้าซื้อมาขายไป, 792.00 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1.00 ,-792.00 ,,,,,
FG0310516,PCS 1100K-CLO-ถ้วยคราฟท์+ฝาOPS 1100 ml(25x12),สินค้าซื้อมาขายไป, 999.00 , 30.00 , -   , -   , -   , 30.00 , -   , 30.00 , 30.00 , -   , -   , -   , -   , -   , -   , -   , 30.00 , -   , -   ,,,,,
FG0310517,PCS 1300K-CLO-ถ้วยคราฟท์+ฝาOPS 1300 ml(25x12),สินค้าซื้อมาขายไป," 1,044.00 ", 20.00 , -   , -   , -   , 20.00 , 10.00 , 30.00 , 30.00 , -   , -   , -   , -   , -   , -   , -   , 30.00 , -   , -   ,,,,,
FG0401101,HR500-กล่องHR+ฝา-ใส 450 ml(25x20),สินค้าโรงงาน, 486.93 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , -   , -   , 35.00 , -   , -   , -   , -   , -   , 35.00 ,-1.00 ,-486.93 ,," 17,042.71 "," 17,529.64 ",-486.93 ,
FG0401102,HR650-กล่องHR+ฝา-ใส 550 ml(25x20),สินค้าโรงงาน, 529.02 , 32.00 , -   , -   , -   , 32.00 , -   , 32.00 , -   , -   , 33.00 , -   , -   , -   , -   , -   , 33.00 , 1.00 , 529.02 ,," 17,457.62 "," 16,928.60 ", 529.02 ,
FG0401103,HR750-กล่องHR+ฝา-ใส 680 ml(25x20),สินค้าโรงงาน, 537.63 , 57.00 , -   , -   , -   , 57.00 , -   , 57.00 , -   , -   , 56.00 , -   , -   , -   , -   , -   , 56.00 ,-1.00 ,-537.63 ,," 30,107.35 "," 30,644.98 ",-537.63 ,
FG0401104,HR750-2-กล่องHR+ฝา-ใส 650 ml(25x20),สินค้าโรงงาน, 539.35 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.00 , -   , -   , -   , -   , -   , 3.00 , 3.00 ," 1,618.05 ",," 1,618.05 ", -   ," 1,618.05 ",
FG0401105,HR1000-กล่องHR+ฝา-ใส 840 ml(25x20),สินค้าโรงงาน, 597.36 , 50.00 , -   , -   , -   , 50.00 , 10.00 , 60.00 , -   , -   , 64.00 , -   , -   , -   , -   , -   , 64.00 , 4.00 ," 2,389.46 ",," 38,231.34 "," 35,841.88 "," 2,389.46 ",
FG0401106,HR1000-2-กล่องHR+ฝา-ใส 760 ml(25x20),สินค้าโรงงาน, 605.81 , 33.00 , -   , -   , -   , 33.00 , 3.00 , 36.00 , -   , -   , 41.00 , -   , -   , -   , -   , -   , 41.00 , 5.00 ," 3,029.07 ",," 24,838.36 "," 21,809.29 "," 3,029.07 ",
FG0401201,HR500B-กล่องHR+ฝา-ดำ 450 ml(25x20),สินค้าโรงงาน, 494.18 , 43.00 , -   , -   , -   , 43.00 , -   , 43.00 , -   , -   , 43.00 , -   , -   , -   , -   , -   , 43.00 , -   , -   ,," 21,249.60 "," 21,249.60 ", -   ,
FG0401202,HR650B-กล่องHR+ฝา-ดำ 550 ml(25x20),สินค้าโรงงาน, 542.80 , 48.00 , -   , -   , -   , 48.00 , -   , 48.00 , -   , -   , 51.00 , -   , -   , -   , -   , -   , 51.00 , 3.00 ," 1,628.39 ",," 27,682.67 "," 26,054.28 "," 1,628.39 ",
FG0401203,HR750B-กล่องHR+ฝา-ดำ 680 ml(25x20),สินค้าโรงงาน, 552.17 , 18.00 , -   , -   , -   , 18.00 , -   , 18.00 , -   , -   , 24.00 , -   , -   , -   , -   , -   , 24.00 , 6.00 ," 3,313.01 ",," 13,252.04 "," 9,939.03 "," 3,313.01 ",
FG0401204,HR750-2B-กล่องHR+ฝา-ดำ 650 ml(25x20),สินค้าโรงงาน, 555.96 , 40.00 , -   , -   , -   , 40.00 , -   , 40.00 , -   , -   , 40.00 , -   , -   , -   , -   , -   , 40.00 , -   , -   ,," 22,238.27 "," 22,238.27 ", -   ,
FG0401205,HR1000B-กล่องHR+ฝา-ดำ 840 ml(25x20),สินค้าโรงงาน, 617.01 , 44.00 , -   , -   , -   , 44.00 , -   , 44.00 , -   , -   , 49.00 , -   , -   , -   , -   , -   , 49.00 , 5.00 ," 3,085.03 ",," 30,233.26 "," 27,148.23 "," 3,085.03 ",
FG0401206,HR1000-2B-กล่องHR+ฝา-ดำ 760 ml(25x20),สินค้าโรงงาน, 632.34 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1.00 ,-632.34 ,, -   , 632.34 ,-632.34 ,
FG0401301,HR500RB-กล่องHR+ฝา-ดำแดง 450 ml(25x20),สินค้าโรงงาน, 487.03 , 19.00 , -   , -   , -   , 19.00 , -   , 19.00 , -   , -   , 19.00 , -   , -   , -   , -   , -   , 19.00 , -   , -   ,," 9,253.66 "," 9,253.66 ", -   ,
FG0401302,HR650RB-กล่องHR+ฝา-ดำแดง 550 ml(25x20),สินค้าโรงงาน, 540.89 , 48.00 , -   , -   , -   , 48.00 , -   , 48.00 , -   , -   , 49.00 , -   , -   , -   , -   , -   , 49.00 , 1.00 , 540.89 ,," 26,503.51 "," 25,962.62 ", 540.89 ,
FG0401303,HR750RB-กล่องHR+ฝา-ดำแดง 680 ml(25x20),สินค้าโรงงาน, 554.91 , 12.00 , -   , -   , -   , 12.00 , -   , 12.00 , -   , -   , 13.00 , -   , -   , -   , -   , -   , 13.00 , 1.00 , 554.91 ,," 7,213.89 "," 6,658.98 ", 554.91 ,
FG0401304,HR750-2RB-กล่องHR+ฝา-ดำแดง 650 ml(25x20),สินค้าโรงงาน, 556.89 , 46.00 , -   , -   , -   , 46.00 , -   , 46.00 , -   , -   , 47.00 , -   , -   , -   , -   , -   , 47.00 , 1.00 , 556.89 ,," 26,174.05 "," 25,617.16 ", 556.89 ,
FG0401305,HR1000RB-กล่องHR+ฝา-ดำแดง 840 ml(25x20),สินค้าโรงงาน, 620.82 , 39.00 , -   , -   , -   , 39.00 , 5.00 , 44.00 , -   , -   , 44.00 , -   , -   , -   , -   , -   , 44.00 , -   , -   ,," 27,315.88 "," 27,315.88 ", -   ,
FG0401306,HR1000-2RB-กล่องHR+ฝา-ดำแดง 760 ml(25x20),สินค้าโรงงาน, 635.07 , 52.00 , -   , -   , -   , 52.00 , -   , 52.00 , -   , -   , 52.00 , -   , -   , -   , -   , -   , 52.00 , -   , -   ,," 33,023.62 "," 33,023.62 ", -   ,
FG0402101,NT-45-CLO-ชามNT+ฝาOPS(25)-ใส 830 ml(25x16),สินค้าโรงงาน, 512.98 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , -   , -   , 35.00 , -   , -   , -   , -   , -   , 35.00 ,-1.00 ,-512.98 ,," 17,954.37 "," 18,467.35 ",-512.98 ,
FG0402102,NT-1000-CLO-ชามNT+ฝาOPS(25)-ใส 1000 ml(25x16),สินค้าโรงงาน, 517.61 , -   , -   , -   , -   , -   , -   , -   , 7.00 , -   , -   , -   , -   , -   , -   , -   , 7.00 , 7.00 ," 3,623.24 ",," 3,623.24 ", -   ," 3,623.24 ",
FG0402103,NT-1250-CLO-ชามNT+ฝาOPS(25)-ใส 1250 ml(25x16),สินค้าโรงงาน, 581.71 , 27.00 , -   , -   , -   , 27.00 , -   , 27.00 , 27.00 , -   , -   , -   , -   , -   , -   , -   , 27.00 , -   , -   ,," 15,706.19 "," 15,706.19 ", -   ,
FG0402104,NT-45-CLO-ชามNT+ฝาOPS(50)-ใส 830 ml(50x8),สินค้าโรงงาน, 524.53 , 42.00 , -   , -   , -   , 42.00 , -   , 42.00 , -   , -   , 34.00 , -   , -   , -   , -   , -   , 34.00 ,-8.00 ,"-4,196.23 ",," 17,833.96 "," 22,030.19 ","-4,196.23 ",
FG0402105,NT-52-CLO-ชามNT+ฝาOPS(50)-ใส 550 ml(50x16),สินค้าโรงงาน, 794.17 , 35.00 , -   , -   , -   , 35.00 , -   , 35.00 , 31.00 , -   , -   , -   , -   , -   , -   , -   , 31.00 ,-4.00 ,"-3,176.69 ",," 24,619.34 "," 27,796.03 ","-3,176.69 ",
FG0402106,NT-750-CLO-ชามNT+ฝาOPS(50)-ใส 750 ml(50x16),สินค้าโรงงาน, 758.15 , 16.00 , -   , -   , -   , 16.00 , -   , 16.00 , 18.00 , -   , -   , -   , -   , -   , -   , -   , 18.00 , 2.00 ," 1,516.30 ",," 13,646.67 "," 12,130.37 "," 1,516.30 ",
FG0402201,NT-45B-CLO-ชามNT+ฝาOPS(25)-ดำ 830 ml(25x16),สินค้าโรงงาน, 523.58 , 3.00 , -   , -   , -   , 3.00 , -   , 3.00 , -   , -   , 2.00 , -   , -   , -   , -   , -   , 2.00 ,-1.00 ,-523.58 ,," 1,047.17 "," 1,570.75 ",-523.58 ,
FG0402202,NT-1000B-CLO-ชามNT+ฝาOPS(25)-ดำ 1000 ml(25x16),สินค้าโรงงาน, 528.21 , 21.00 , -   , -   , -   , 21.00 , -   , 21.00 , 28.00 , -   , -   , -   , -   , -   , -   , -   , 28.00 , 7.00 ," 3,697.45 ",," 14,789.79 "," 11,092.34 "," 3,697.45 ",
FG0402203,NT-1250B-CLO-ชามNT+ฝาOPS(25)-ดำ 1250 ml(25x16),สินค้าโรงงาน, 596.43 , 26.00 , -   , -   , -   , 26.00 , -   , 26.00 , 25.00 , -   , -   , -   , -   , -   , -   , -   , 25.00 ,-1.00 ,-596.43 ,," 14,910.86 "," 15,507.30 ",-596.43 ,
FG0402204,NT-45B-CLO-ชามNT+ฝาOPS(50)-ดำ 830 ml(50x8),สินค้าโรงงาน, 535.13 , 48.00 , -   , -   , -   , 48.00 , -   , 48.00 , -   , -   , 47.00 , -   , -   , -   , -   , -   , 47.00 ,-1.00 ,-535.13 ,," 25,151.08 "," 25,686.21 ",-535.13 ,
FG0402205,NT-52B-CLO-ชามNT+ฝาOPS(50)-ดำ 550 ml(50x16),สินค้าโรงงาน, 810.86 , 28.00 , -   , -   , -   , 28.00 , -   , 28.00 , 29.00 , -   , -   , -   , -   , -   , -   , -   , 29.00 , 1.00 , 810.86 ,," 23,514.91 "," 22,704.05 ", 810.86 ,
FG0402206,NT-750B-CLO-ชามNT+ฝาOPS(50)-ดำ 750 ml(50x16),สินค้าโรงงาน, 774.84 , 42.00 , -   , -   , -   , 42.00 , -   , 42.00 , 42.00 , -   , -   , -   , -   , -   , -   , -   , 42.00 , -   , -   ,," 32,543.08 "," 32,543.08 ", -   ,
FG0402301,NT-45RB-CLO-ชามNT+ฝาOPS(25)-ดำแดง 830 ml(25x16),สินค้าโรงงาน, 526.07 , 20.00 , -   , -   , -   , 20.00 , 12.00 , 32.00 , -   , -   , 32.00 , -   , -   , -   , -   , -   , 32.00 , -   , -   ,," 16,834.16 "," 16,834.16 ", -   ,
FG0402304,NT-45RB-CLO-ชามNT+ฝาOPS(50)-ดำแดง 830 ml(50x8),สินค้าโรงงาน, 537.61 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.00 , -   , -   , -   , -   , -   , 2.00 , 2.00 ," 1,075.23 ",," 1,075.23 ", -   ," 1,075.23 ",
FG0402305,NT-52RB-CLO-ชามNT+ฝาOPS(50)-ดำแดง 550 ml(50x16),สินค้าโรงงาน, 819.62 , 21.00 , -   , -   , -   , 21.00 , -   , 21.00 , 20.00 , -   , 55.00 , -   , -   , -   , -   , -   , 75.00 , 54.00 ," 44,259.29 ",," 61,471.24 "," 17,211.95 "," 44,259.29 ",
FG0403101,T-501O-กล่องเทอร์โม+ฝาOPS-ใส 580 ml(25x20),สินค้าโรงงาน, 636.66 , 27.00 , -   , -   , -   , 27.00 , -   , 27.00 , -   , -   , 29.00 , -   , -   , -   , -   , -   , 29.00 , 2.00 ," 1,273.32 ",," 18,463.16 "," 17,189.84 "," 1,273.32 ",
FG0403102,T-501-2O-กล่องเทอร์โม+ฝาOPS-ใส 550 ml(25x20),สินค้าโรงงาน, 644.07 , 4.00 , -   , -   , -   , 4.00 , -   , 4.00 , 5.00 , -   , -   , -   , -   , -   , -   , -   , 5.00 , 1.00 , 644.07 ,," 3,220.34 "," 2,576.27 ", 644.07 ,
FG0403103,T-651O-กล่องเทอร์โม+ฝาOPS-ใส 750 ml(25x20),สินค้าโรงงาน, 660.93 , 42.00 , -   , -   , -   , 42.00 , -   , 42.00 , -   , 42.00 , -   , -   , -   , -   , -   , -   , 42.00 , -   , -   ,," 27,759.25 "," 27,759.25 ", -   ,
FG0403104,T-651-2O-กล่องเทอร์โม+ฝาOPS-ใส 720 ml(25x20),สินค้าโรงงาน, 669.48 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , -   , 40.00 , 5.00 , -   , -   , -   , -   , -   , 45.00 , 9.00 ," 6,025.36 ",," 30,126.81 "," 24,101.45 "," 6,025.36 ",
FG0403105,T-501O C-กล่องเทอร์โม+ฝาOPS-ใส 670 ml(25x20),สินค้าโรงงาน, 638.00 , 81.00 , -   , -   , -   , 81.00 , -   , 81.00 , -   , -   , 71.00 , -   , -   , -   , -   , -   , 71.00 ,-10.00 ,"-6,380.02 ",," 45,298.17 "," 51,678.20 ","-6,380.02 ",
FG0403106,T-501-2O C-กล่องเทอร์โม+ฝาOPS-ใส 640 ml(25x20),สินค้าโรงงาน, 644.41 , 57.00 , -   , -   , -   , 57.00 , -   , 57.00 , -   , -   , 58.00 , -   , -   , -   , -   , -   , 58.00 , 1.00 , 644.41 ,," 37,375.80 "," 36,731.39 ", 644.41 ,
FG0403107,T-651O C-กล่องเทอร์โม+ฝาOPS-ใส 760 ml(25x20),สินค้าโรงงาน, 661.28 , 35.00 , -   , -   , -   , 35.00 , -   , 35.00 , -   , 34.00 , -   , -   , -   , -   , -   , -   , 34.00 ,-1.00 ,-661.28 ,," 22,483.40 "," 23,144.67 ",-661.28 ,
FG0403108,T-651-2O C-กล่องเทอร์โม+ฝาOPS-ใส 740 ml(25x20),สินค้าโรงงาน, 669.83 , 44.00 , -   , -   , -   , 44.00 , -   , 44.00 , -   , 39.00 , -   , -   , -   , -   , -   , -   , 39.00 ,-5.00 ,"-3,349.13 ",," 26,123.23 "," 29,472.36 ","-3,349.13 ",
FG0403201,TB-501O-กล่องเทอร์โม+ฝาOPS-ดำ 580 ml(25x20),สินค้าโรงงาน, 659.64 , 55.00 , -   , -   , -   , 55.00 , -   , 55.00 , -   , -   , 56.00 , -   , -   , -   , -   , -   , 56.00 , 1.00 , 659.64 ,," 36,939.59 "," 36,279.95 ", 659.64 ,
FG0403202,TB-501-2O-กล่องเทอร์โม+ฝาOPS-ดำ 550 ml(25x20),สินค้าโรงงาน, 661.31 , 40.00 , -   , -   , -   , 40.00 , -   , 40.00 , -   , -   , 39.00 , -   , -   , -   , -   , -   , 39.00 ,-1.00 ,-661.31 ,," 25,791.02 "," 26,452.33 ",-661.31 ,
FG0403203,TB-651O-กล่องเทอร์โม+ฝาOPS-ดำ 750 ml(25x20),สินค้าโรงงาน, 703.90 , 48.00 , -   , -   , -   , 48.00 , -   , 48.00 , -   , 49.00 , -   , -   , -   , -   , -   , -   , 49.00 , 1.00 , 703.90 ,," 34,490.90 "," 33,787.01 ", 703.90 ,
FG0403204,TB-651-2O-กล่องเทอร์โม+ฝาOPS-ดำ 720 ml(25x20),สินค้าโรงงาน, 710.16 , 42.00 , -   , -   , -   , 42.00 , -   , 42.00 , -   , 45.00 , -   , -   , -   , -   , -   , -   , 45.00 , 3.00 ," 2,130.49 ",," 31,957.37 "," 29,826.88 "," 2,130.49 ",
FG0403205,TB-501O C-กล่องเทอร์โม+ฝาOPS-ดำ 670 ml(25x20),สินค้าโรงงาน, 659.98 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , -   , -   , 35.00 , -   , -   , -   , -   , -   , 35.00 ,-1.00 ,-659.98 ,," 23,099.20 "," 23,759.18 ",-659.98 ,
FG0403206,TB-501-2O C-กล่องเทอร์โม+ฝาOPS-ดำ 640 ml(25x20),สินค้าโรงงาน, 661.65 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , -   , -   , 36.00 , -   , -   , -   , -   , -   , 36.00 , -   , -   ,," 23,819.40 "," 23,819.40 ", -   ,
FG0403207,TB-651O C-กล่องเทอร์โม+ฝาOPS-ดำ 760 ml(25x20),สินค้าโรงงาน, 704.24 , 29.00 , -   , -   , -   , 29.00 , 10.00 , 39.00 , -   , 37.00 , -   , -   , -   , -   , -   , -   , 37.00 ,-2.00 ,"-1,408.48 ",," 26,056.80 "," 27,465.27 ","-1,408.48 ",
FG0403208,TB-651-2O C-กล่องเทอร์โม+ฝาOPS-ดำ 740 ml(25x20),สินค้าโรงงาน, 711.51 , 22.00 , -   , -   , -   , 22.00 , 2.00 , 24.00 , -   , 25.00 , -   , -   , -   , -   , -   , -   , 25.00 , 1.00 , 711.51 ,," 17,787.64 "," 17,076.13 ", 711.51 ,
FG0403303,TRB-651O-กล่องเทอร์โม+ฝาOPS-ดำแดง 750 ml(25x20),สินค้าโรงงาน, 708.20 , 29.00 , -   , -   , -   , 29.00 , -   , 29.00 , -   , 28.00 , -   , -   , -   , -   , -   , -   , 28.00 ,-1.00 ,-708.20 ,," 19,829.64 "," 20,537.84 ",-708.20 ,
FG0403304,TRB-651-2O-กล่องเทอร์โม+ฝาOPS-ดำแดง 720 ml(25x20),สินค้าโรงงาน, 715.58 , 22.00 , -   , -   , -   , 22.00 , -   , 22.00 , -   , 21.00 , -   , -   , -   , -   , -   , -   , 21.00 ,-1.00 ,-715.58 ,," 15,027.14 "," 15,742.71 ",-715.58 ,
FG0403305,TRB-501O C-กล่องเทอร์โม+ฝาOPS-ดำแดง 670 ml(25x20),สินค้าโรงงาน, 672.73 , 8.00 , -   , -   , -   , 8.00 , -   , 8.00 , -   , -   , 7.00 , -   , -   , -   , -   , -   , 7.00 ,-1.00 ,-672.73 ,," 4,709.11 "," 5,381.84 ",-672.73 ,
FG0403306,TRB-501-2O C-กล่องเทอร์โม+ฝาOPS-ดำแดง 640 ml(25x20),สินค้าโรงงาน, 674.49 , 23.00 , -   , -   , -   , 23.00 , -   , 23.00 , -   , -   , 22.00 , -   , -   , -   , -   , -   , 22.00 ,-1.00 ,-674.49 ,," 14,838.70 "," 15,513.19 ",-674.49 ,
FG0403307,TRB-651O C-กล่องเทอร์โม+ฝาOPS-ดำแดง 760 ml(25x20),สินค้าโรงงาน, 708.38 , 41.00 , -   , -   , -   , 41.00 , -   , 41.00 , -   , 40.00 , -   , -   , -   , -   , -   , -   , 40.00 ,-1.00 ,-708.38 ,," 28,335.33 "," 29,043.71 ",-708.38 ,
FG0403308,TRB-651-2O C-กล่องเทอร์โม+ฝาOPS-ดำแดง 740 ml(25x20),สินค้าโรงงาน, 715.76 , 50.00 , -   , -   , -   , 50.00 , -   , 50.00 , -   , 56.00 , -   , -   , -   , -   , -   , -   , 56.00 , 6.00 ," 4,294.56 ",," 40,082.54 "," 35,787.98 "," 4,294.56 ",
FG0404101,SR750-กล่องลายเส้นSR-ใส 750 ml(25x20),สินค้าโรงงาน, 510.36 , 29.00 , -   , -   , -   , 29.00 , 5.00 , 34.00 , 32.00 , -   , -   , -   , -   , -   , -   , -   , 32.00 ,-2.00 ,"-1,020.72 ",," 16,331.45 "," 17,352.17 ","-1,020.72 ",
FG0404102,SR750-2-กล่องลายเส้นSR-ใส 680 ml(25x20),สินค้าโรงงาน, 514.81 , 36.00 , -   , -   , -   , 36.00 , -   , 36.00 , 33.00 , -   , -   , -   , -   , -   , -   , -   , 33.00 ,-3.00 ,"-1,544.44 ",," 16,988.82 "," 18,533.26 ","-1,544.44 ",
FG0404103,SR1000-กล่องลายเส้นSR-ใส 1000 ml(25x20),สินค้าโรงงาน, 567.56 , 28.00 , -   , -   , -   , 28.00 , 3.00 , 31.00 , 31.00 , -   , -   , -   , -   , -   , -   , -   , 31.00 , -   , -   ,," 17,594.30 "," 17,594.30 ", -   ,
FG0501501,PC-500K-CL-ถ้วยคราฟท์+ฝาโดมPET 500 ml(25x12),สินค้าซื้อมาขายไป, 708.00 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1.00 ,-708.00 ,, -   , 708.00 ,-708.00 ,
FG0501502,PC-750K-CL-ถ้วยคราฟท์+ฝาโดมPET 750 ml(25x12),สินค้าซื้อมาขายไป, 768.00 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1.00 ,-768.00 ,, -   , 768.00 ,-768.00 ,
FG0501503,PC-1000K-CL-ถ้วยคราฟท์+ฝาโดมPET 1000 ml(25x12),สินค้าซื้อมาขายไป, 819.00 , 42.00 , -   , -   , -   , 42.00 , -   , 42.00 , 40.00 , -   , -   , -   , -   , -   , -   , -   , 40.00 ,-2.00 ,"-1,638.00 ",," 32,760.00 "," 34,398.00 ","-1,638.00 ",
FG0501504,PC-500K-CLO-ถ้วยคราฟท์+ฝาโดมOPS 500 ml(25x12),สินค้าซื้อมาขายไป, 681.00 , 9.00 , -   , -   , -   , 9.00 , 10.00 , 19.00 , -   , -   , 30.00 , -   , -   , -   , -   , -   , 30.00 , 11.00 ," 7,491.00 ",," 20,430.00 "," 12,939.00 "," 7,491.00 ",
FG0501505,PC-750K-CLO-ถ้วยคราฟท์+ฝาโดมOPS 750 ml(25x12),สินค้าซื้อมาขายไป, 741.00 , 0.50 , -   , -   , -   , 0.50 , 6.00 , 6.50 , -   , -   , 101.00 , -   , -   , -   , -   , -   , 101.00 , 94.50 ," 70,024.50 ",," 74,841.00 "," 4,816.50 "," 70,024.50 ",
FG0501506,PC-1000K-CLO-ถ้วยคราฟท์+ฝาโดมOPS 1000 ml(25x12),สินค้าซื้อมาขายไป, 792.00 , 6.94 , -   , -   , -   , 6.94 , -   , 6.94 , -   , -   , 14.00 , -   , -   , -   , -   , -   , 14.00 , 7.06 ," 5,591.52 ",," 11,088.00 "," 5,496.48 "," 5,591.52 ",
FG0501507,PC-1100K-CLO-ถ้วยคราฟท์+ฝาโดมOPS 1100 ml(25x12),สินค้าซื้อมาขายไป, 999.00 , 449.00 , -   , -   , -   , 449.00 , 5.00 , 454.00 , 312.00 , -   , -   , -   , 155.00 , -   , -   , -   , 467.00 , 13.00 ," 12,987.00 ",," 466,533.00 "," 453,546.00 "," 12,987.00 ",
FG0501508,PC-1300K-CLO-ถ้วยคราฟท์+ฝาโดมOPS 1300 ml(25x12),สินค้าซื้อมาขายไป," 1,044.00 ", 220.00 , -   , -   , -   , 220.00 , -   , 220.00 , -   , 73.00 , -   , -   , 143.00 , -   , -   , -   , 216.00 ,-4.00 ,"-4,176.00 ",," 225,504.00 "," 229,680.00 ","-4,176.00 ",
FG0502501,PR-500K-RLO-กล่องคราฟท์วงรี+ฝาOPS 500 ml(25x12),สินค้าซื้อมาขายไป, 891.00 , 18.00 , -   , -   , -   , 18.00 , -   , 18.00 , -   , 14.00 , -   , -   , -   , -   , -   , -   , 14.00 ,-4.00 ,"-3,564.00 ",," 12,474.00 "," 16,038.00 ","-3,564.00 ",
FG0502502,PR-750K-RLO-กล่องคราฟท์วงรี+ฝาOPS 750 ml(25x12),สินค้าซื้อมาขายไป, 861.00 , 60.00 , -   , -   , -   , 60.00 , 5.00 , 65.00 , -   , 65.00 , -   , -   , -   , -   , -   , -   , 65.00 , -   , -   ,," 55,965.00 "," 55,965.00 ", -   ,
FG0502503,PR-1000K-RLO-กล่องคราฟท์วงรี+ฝาOPS 1000 ml(25x12),สินค้าซื้อมาขายไป, 981.00 , 34.00 , -   , -   , -   , 34.00 , -   , 34.00 , -   , 37.00 , -   , -   , -   , -   , -   , -   , 37.00 , 3.00 ," 2,943.00 ",," 36,297.00 "," 33,354.00 "," 2,943.00 ",
FG0502504,PR-500W-RLO-กล่องขาววงรี+ฝาOPS 500 ml(25x12),สินค้าซื้อมาขายไป, 750.00 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , -   , 1.00 , -   , -   , -   , -   , -   , -   , 1.00 , -   , -   ,, 750.00 , 750.00 , -   ,
FG0502505,PR-750W-RLO-กล่องขาววงรี+ฝาOPS 750 ml(25x12),สินค้าซื้อมาขายไป, 771.00 , 30.00 , -   , -   , -   , 30.00 , -   , 30.00 , -   , 31.00 , -   , -   , -   , -   , -   , -   , 31.00 , 1.00 , 771.00 ,," 23,901.00 "," 23,130.00 ", 771.00 ,
FG0502506,PR-1000W-RLO-กล่องขาววงรี+ฝาOPS 1000 ml(25x12),สินค้าซื้อมาขายไป, 813.00 , 29.00 , -   , -   , -   , 29.00 , -   , 29.00 , -   , 29.00 , -   , -   , -   , -   , -   , -   , 29.00 , -   , -   ,," 23,577.00 "," 23,577.00 ", -   ,
FG0502507,PR-750K-RLP-กล่องคราฟท์วงรี+ฝาPP 750 ml(25x12),สินค้าซื้อมาขายไป, 627.46 , 158.00 , -   , -   , -   , 158.00 , -   , 158.00 , 141.00 , -   , -   , -   , -   , -   , -   , -   , 141.00 ,-17.00 ,"-10,666.76 ",," 88,471.36 "," 99,138.12 ","-10,666.76 ",
FG0502508,PRS-500K-RLP-กล่องคราฟท์วงรี+ฝาPP 500 ml(25x12),สินค้าซื้อมาขายไป, 720.00 , 28.00 , -   , -   , -   , 28.00 , 1.00 , 29.00 , 29.00 , -   , -   , -   , -   , -   , -   , -   , 29.00 , -   , -   ,," 20,880.00 "," 20,880.00 ", -   ,
FG0502509,PRS-750K-RLP-กล่องคราฟท์วงรี+ฝาPP 750 ml(25x12),สินค้าซื้อมาขายไป, 744.00 , 23.00 , -   , -   , -   , 23.00 , -   , 23.00 , 24.00 , -   , -   , -   , -   , -   , -   , -   , 24.00 , 1.00 , 744.00 ,," 17,856.00 "," 17,112.00 ", 744.00 ,
FG0502510,PRS-1000K-RLP-กล่องคราฟท์วงรี+ฝาPP 1000 ml(25x12),สินค้าซื้อมาขายไป, 783.00 , -   , -   , -   , -   , -   , -   , -   , 6.00 , -   , -   , -   , -   , -   , -   , -   , 6.00 , 6.00 ," 4,698.00 ",," 4,698.00 ", -   ," 4,698.00 ",
